-267.2817993164,796.9302368164,275.9766845703,-209.2611236572,422.3360290527,59.2977333069,-127.7474594116,-6.1895914078,-42.9822120667,137.108581543,0.3664746284,44.8883857727,107.7866973877,438.0059509277,136.2765197754,47.3406028748,810.4939575195,355.9033813477,4.7755026817,-5.5782461166,0.8658849001,6.1157069206,-244.1679534912,-22.1392917633,30.2637214661,-497.192199707,-34.2012329102,47.1417770386,-672.9164428711,-10.8549518585,-9.9261932373,-299.0046081543,-443.8509216309,-195.6165924072,-291.3533325195,-282.0230102539,-109.0739440918,-451.7280578613,-69.8909301758,160.6717529297,-429.4357910156,-0.1639442444,285.8990478516,-204.5726776123,-109.5459594727,133.2519836426,-282.1096801758,-286.7876586914
-254.1217498779,821.5381469727,237.9985961914,-199.1165313721,418.7806091309,78.6317749023,-128.3436737061,-9.6741304398,-31.6296768188,143.9907226563,9.5749988556,23.7789859772,109.1395721436,441.2233581543,138.6917877197,36.2597503662,795.8100585938,382.8103027344,6.312608242,-3.1083929539,4.5635032654,9.5538320541,-240.719619751,-26.8449001312,22.5654335022,-494.6491088867,-36.8650741577,42.5843276978,-671.3072509766,-26.8613471985,-172.3995361328,-304.4939575195,-394.8609619141,-306.7570495606,-289.8052062988,-188.8026275635,-120.3173370361,-449.9565734863,-55.3804473877,159.7780151367,-438.3099365234,-9.4001464844,325.8225097656,-230.0155029297,-94.5610351563,222.2560577393,-321.3654479981,-298.661315918
-239.860244751,836.3552246094,191.5049438477,-187.6596679688,419.9155273438,71.1302185059,-132.1248474121,-11.3068370819,-37.0502243042,137.4642791748,12.0035877228,28.7688312531,103.7111816406,436.6959838867,167.4661712647,51.4880561829,783.660949707,427.3220214844,0.9685920477,-4.1828503609,4.4317760468,5.8514232635,-238.8034667969,-44.4091262817,19.0785694122,-492.3268432617,-61.7536582947,39.9464645386,-668.8586425781,-51.2668380737,-312.179473877,-325.5344543457,-374.0061950684,-364.8005371094,-321.4906616211,-133.2938995361,-125.9116210938,-451.0645751953,-67.3208999634,157.1164550781,-436.0844116211,-38.5576705933,370.391204834,-273.0248413086,-116.8850860596,353.7487792969,-373.8912658691,-341.1098022461
-221.4574279785,837.8696289063,189.549331665,-174.2076263428,417.9218444824,79.7844238281,-134.5133209229,-13.6487693787,-33.8422050476,136.4460144043,15.941078186,22.2274894714,112.4598083496,437.9161682129,170.8933105469,62.8373184204,770.6156005859,449.255859375,-0.6254688501,-3.4373381138,4.3040146828,5.967066288,-238.416885376,-42.5707054138,14.8753604889,-492.426940918,-54.7941551209,40.3963012695,-667.4244384766,-33.9740447998,-458.5407714844,-333.2932128906,-306.9596557617,-387.5752868652,-345.2305908203,-71.2709884644,-131.865020752,-457.4974975586,-56.5023536682,152.712600708,-441.0347900391,-21.3955345154,400.0438537598,-310.5098876953,-21.8654441834,516.8532104492,-381.2555541992,-226.99559021
-216.7273864746,846.1879882813,172.1054382324,-161.7216491699,424.6574401856,72.4893417358,-141.8176422119,-11.7103300095,-27.1442489624,131.0621490479,16.6842784882,22.662569046,104.0991363525,435.8563232422,178.5716094971,68.0512695313,761.4528198242,467.2314453125,-4.8890023232,-4.3041148186,-1.0469349623,6.4283566475,-239.5092010498,-45.8417167664,20.7500419617,-493.2397460938,-58.7102127075,44.3534545898,-669.0192871094,-42.793422699,-523.2666015625,-318.5111083984,-248.6050262451,-385.8344116211,-354.9525756836,-47.3287315369,-125.324295044,-456.6262207031,-49.9088439941,157.013458252,-435.9648742676,-28.5838813782,415.8585510254,-332.7526855469,-5.0001506805,625.4574584961,-356.9627075195,-132.3183288574
-206.5492401123,849.416015625,185.5170593262,-165.1758880615,432.0852050781,64.0252456665,-142.9821166992,-8.0156917572,-16.959394455,133.5181732178,12.3174705505,13.2867193222,107.5199890137,433.6324157715,163.4788818359,93.1043014526,739.9968261719,474.2360839844,-4.404191494,-4.0688214302,-0.6515558958,2.8484811783,-236.259552002,-59.7357215881,16.8014850616,-489.1813354492,-83.9387054443,34.6284408569,-665.5410766602,-66.9574966431,-559.5867919922,-293.1102905273,-218.2746582031,-385.9047851563,-344.0461425781,-51.0388069153,-129.2200164795,-452.6691894531,-73.9230499268,151.7177429199,-432.8875732422,-46.7319488525,408.7377319336,-330.8484191895,-5.037147522,639.4803466797,-331.1007995606,-91.5559844971
-189.2681427002,852.8349609375,186.6653747559,-157.5231323242,435.7044677734,61.640007019,-148.2765808106,-6.8619794846,-7.5648741722,129.3792724609,13.1318416595,8.9705877304,118.1321563721,433.8563537598,162.6073913574,121.4382324219,730.2420043945,483.2030944824,-8.836894989,-2.4230487347,-2.8489580154,4.8843173981,-234.1170349121,-62.7298469543,20.8851585388,-486.3630981445,-92.1544952393,31.1028633118,-662.8077392578,-70.4332580566,-563.0259399414,-275.7748413086,-224.8091888428,-380.6207275391,-336.7070007324,-70.7204437256,-124.743270874,-449.2527160645,-79.0814743042,152.9455566406,-423.62890625,-55.0034828186,406.8530883789,-311.1850585938,-21.8813934326,645.7930908203,-306.5198974609,-81.9951171875
-154.7891845703,853.9184570313,196.2615661621,-151.6228637695,433.5809936523,78.1795959473,-143.6444854736,-8.1287851334,3.5560622215,134.7928009033,11.2640733719,-0.6773928404,140.2572784424,429.6546325684,159.5079803467,142.3234558106,716.2169799805,488.9237670898,-4.3649601936,0.2908438742,-0.4052251577,5.3327794075,-232.7310638428,-55.7480278015,15.9702167511,-484.4697570801,-91.3061523438,21.643901825,-661.3858032227,-71.8783340454,-580.5067749023,-277.7691955566,-199.3942565918,-387.6840820313,-341.2526245117,-59.6909561157,-129.9167785645,-447.8158569336,-79.9395065308,150.2191467285,-425.7759094238,-55.417640686,402.5638427734,-308.9685058594,-25.6201591492,645.8573608398,-307.8016967773,-64.7946166992
-143.7021026611,851.5849609375,195.6050872803,-123.5777435303,428.5533447266,89.4154586792,-143.3954772949,-10.7149400711,3.4475841522,134.6870422363,10.2046537399,-4.7947435379,143.9010009766,427.3545227051,158.42578125,165.9496154785,701.201171875,497.7764282227,-4.606118679,1.1441348791,-5.6212244034,12.8057003021,-233.009262085,-53.8404350281,20.5208683014,-482.7170715332,-102.176651001,19.5970726013,-659.2927856445,-79.1745071411,-583.4624023438,-267.7844238281,-174.7865447998,-377.1348876953,-329.0191955566,-54.7573928833,-124.6184005737,-445.3090209961,-85.1191177368,155.8155517578,-421.8877868652,-74.774597168,409.8774414063,-311.022857666,-37.7443351746,654.5314941406,-303.6250305176,-66.3347320557
-138.5013122559,846.2235107422,206.3904724121,-135.3677978516,427.8304138184,81.5930938721,-143.6195831299,-13.3168735504,3.7415032387,134.4488525391,9.1873893738,-4.9913396835,145.93800354,427.8769226074,154.0900573731,140.9942779541,687.4691772461,505.1234130859,-4.6175093651,-2.8070702553,-3.5615887642,8.8220672607,-237.6613616943,-49.5933761597,14.3977842331,-487.8887023926,-95.4746017456,17.2264041901,-664.7847900391,-75.2581634521,-589.0620117188,-277.6383972168,-218.0524749756,-382.2288818359,-327.968170166,-93.8964233398,-131.5070953369,-451.4359741211,-83.6978912354,152.0121459961,-432.9398193359,-67.2144775391,405.4541015625,-321.936340332,-26.5313148499,648.4765014648,-303.1926574707,-62.8153076172
